-76	41	-75	25	58	20	-35	24	31	0	95	-57	-44	-60	-9	-22	-71	-19	-71	41	-97	96	-15	-98	-78	-46	-44	-72	53	61	-47	-72	34	-46	43	43	58	-60	51	-76	-63	-57	15	10	84	-53	3	26	-31	-65	-93	-2	-33	84	-56	88	88	-34	-87	-24	-28	94	-70	-64	100	61	-78	-93	-75	-32	-57	-87	56	-13	95	-93	-6	25	5	-45	48	20	72	-57	45	-92	-86	-20	6	17	-90	-82	-98	98	75	-57	-65	4	85	15
-30	21	35	91	-94	36	25	-75	75	-90	69	-88	72	-82	-56	-11	-73	-25	-18	64	-75	-29	-42	71	2	67	-90	63	63	-66	3	-54	91	62	67	-94	-15	-97	-45	-80	-80	18	36	17	38	27	64	-17	65	34	-89	70	45	30	-72	44	-83	69	-14	-52	70	78	49	66	20	62	-80	-5	58	-57	81	16	-93	81	-32	-50	39	40	42	65	91	58	59	-60	-99	-58	33	73	98	46	-54	60	45	-65	88	3	92	-63	-92	-2
-92	-13	67	44	-16	10	34	-64	55	30	89	-12	-31	-60	-68	75	-30	-31	-1	26	-7	-53	13	-88	-69	34	52	-98	31	-18	82	15	-99	59	-59	-86	25	10	73	24	74	2	66	-7	52	79	-12	13	-63	-69	65	-99	-73	30	84	20	77	62	9	-34	88	21	66	87	80	-74	2	-60	-8	-22	83	-62	72	-29	37	5	18	88	32	98	-77	-24	-82	76	-67	17	30	65	-78	58	-31	15	36	-8	47	49	55	41	12	24
95	-69	-1	21	30	-35	83	-52	18	-81	-94	-51	35	-70	39	-1	73	-55	21	48	30	4	-33	5	97	73	90	1	55	-64	67	80	-72	77	68	59	-59	-89	-80	67	-12	57	64	-37	62	90	71	65	53	40	0	-75	6	66	18	30	79	-77	-48	62	91	14	-13	97	-39	52	-10	-79	65	-96	1	55	-20	-46	90	55	-2	10	70	21	-61	-60	7	-91	-66	-79	-26	-85	15	-97	73	-84	-77	-59	-44	7	-12	-23	-84	18
-93	-55	-38	-15	50	25	-94	80	45	38	-59	47	95	42	-81	59	-38	-24	-77	93	42	44	39	76	57	-99	85	17	10	-69	-91	70	31	-51	15	-6	-85	-47	-38	-82	-54	-15	62	-68	-34	-35	37	32	45	-94	-58	-19	74	3	-4	33	-61	-58	58	-53	-35	-42	88	20	-14	63	23	-79	-23	50	67	-31	-63	-8	63	55	87	56	-18	-82	-95	-67	-62	-46	-76	45	-34	14	-25	16	84	23	-10	11	-93	-4	68	-4	50	-97
54	38	80	-43	-86	-45	-97	45	-98	-30	-29	33	72	-13	34	24	16	-53	31	-49	-63	-2	-51	65	3	2	-51	42	48	94	-55	-7	-2	-94	64	-6	100	-76	-27	0	75	-91	-43	-22	100	-13	11	41	-2	-15	91	-1	78	-85	69	-58	-39	64	-29	91	-83	97	-56	13	-54	27	32	-41	-14	83	46	-1	69	42	79	10	17	-41	-72	-89	-32	-36	72	59	21	-73	-78	42	-86	-5	-53	17	51	72	-48	-76	-48	-59	-49	35
26	80	15	-96	-19	83	-17	-12	71	-49	29	-69	85	-88	-11	54	-77	81	44	76	60	-74	22	-81	26	-94	-46	-50	-21	87	-71	-92	0	37	13	85	82	34	17	-54	-59	8	-43	72	-12	6	-96	-72	-66	84	38	-17	92	34	-77	77	-69	9	-25	25	9	-85	-19	-4	75	-16	-65	18	-86	-65	10	-31	-58	-66	-54	85	-99	46	-13	17	42	56	-42	-96	-34	89	-27	-14	-40	65	40	-30	-72	-39	86	-80	-26	-92	19	-49
6	-73	-63	-94	96	28	-8	41	52	-75	-80	-58	93	-19	-10	-44	-84	86	55	-32	36	47	39	86	35	-60	-51	74	-84	-8	-19	-48	-21	58	-12	-33	-7	-47	-38	-62	-20	-53	-87	-94	68	-83	100	-90	81	92	34	-47	-50	36	-77	-68	-83	-55	73	49	5	13	18	51	-49	64	34	-76	82	-63	-74	-8	-32	13	10	-98	81	-40	-65	-89	-81	-20	-39	-11	-95	-9	48	17	-29	-45	73	97	61	88	-95	-84	69	98	32	-67
-40	-15	96	-73	-78	-21	32	-31	-34	-43	76	-14	-78	11	-22	14	-4	57	-65	75	55	31	7	-36	86	99	5	64	-67	-40	10	29	26	77	10	18	90	-30	45	73	72	52	-47	2	-42	-16	-79	78	-15	-94	95	-2	98	70	69	56	-18	95	49	75	12	-23	-19	-62	-59	17	-44	47	62	-60	78	-3	87	-31	-5	69	-77	-46	62	50	13	-2	7	43	-76	4	31	21	-51	52	-59	83	-17	43	-97	-52	80	-75	-33	93
-82	30	-8	78	44	42	-41	-17	5	82	1	72	75	-35	-93	-38	17	13	-98	92	-30	76	-31	71	-56	21	54	68	-6	17	-66	75	97	89	90	60	54	-2	43	85	71	-34	63	-24	8	34	2	12	-84	-53	8	-10	-59	3	79	33	26	84	56	-13	-69	16	-13	-2	-77	90	32	91	55	-97	-13	-80	65	81	-98	-12	-47	52	97	52	90	63	-23	68	-4	28	17	20	43	-63	80	-33	62	26	-1	12	-52	-87	100	82
20	21	-36	-5	46	16	50	-7	82	10	-99	45	73	-72	73	-36	-75	-84	58	10	-21	80	-24	-27	-1	90	73	6	56	-72	-6	-99	-89	47	-2	8	36	-13	-91	86	-77	-57	33	-7	47	3	41	-94	46	55	-88	-43	-82	-3	-80	-99	-93	-25	12	52	-86	18	65	90	92	86	-15	-32	-25	-88	-6	-10	-96	-68	46	-91	-45	-37	39	66	-38	32	21	46	-56	33	45	40	75	57	38	27	-67	-80	-28	-20	52	51	48	3
-64	78	65	59	-80	39	-68	50	-36	6	49	70	41	45	94	54	79	-72	-5	37	-44	14	-53	-57	64	41	44	-69	63	9	23	-59	-9	-48	62	-11	-57	-29	-71	20	80	-3	100	33	56	50	36	-36	-55	82	-90	9	79	47	-86	-38	-63	57	-29	62	53	-69	1	-78	10	-71	-92	-72	63	-33	-10	40	18	40	-46	85	75	91	35	66	-32	58	65	85	-72	62	-93	12	-88	65	57	-27	-48	18	-62	-82	-58	76	88	-77
-77	61	65	-55	57	-3	-7	-8	-90	5	-9	-56	-21	-51	65	17	-72	-23	84	-53	-72	14	91	83	-8	-50	-92	-63	-51	6	-79	-93	-2	-64	-30	98	-66	-4	12	-31	42	62	-42	-60	87	85	-64	31	-35	69	65	-62	-39	30	-85	73	-42	-56	52	-71	-97	97	66	63	43	-77	-18	-43	-21	-65	3	-69	-92	49	-28	78	19	-23	29	-29	78	-17	-16	-92	15	5	-37	-45	78	-26	-53	62	-96	-63	81	7	12	30	85	52
-23	-19	47	-30	76	-25	72	88	65	17	23	87	-70	6	29	-49	-14	79	79	35	-66	-99	-16	-84	23	-67	-71	-25	85	-46	-81	26	41	96	83	-8	-91	72	-3	40	100	85	29	-47	-97	36	-74	-87	76	-39	-47	35	10	-100	-18	-98	53	16	42	49	19	-6	86	-62	18	-21	-10	89	-14	-30	56	61	-15	80	-7	37	-25	-61	12	48	-76	-7	-16	17	-84	39	-92	-19	-67	-20	-71	78	-37	68	-39	-45	26	52	-72	-94
-42	-42	-10	-96	-91	-54	-39	-49	64	1	66	13	7	53	94	-91	85	-81	17	51	16	7	-81	89	16	-5	10	-10	-63	-58	68	-44	99	58	71	-21	35	92	-85	-61	-64	97	-6	86	56	47	60	47	-28	-51	88	25	-32	-35	-24	-97	-81	32	-21	59	-24	-73	31	46	-69	-2	49	-56	-98	-12	74	-84	90	59	45	-87	-61	-19	-93	76	51	76	-63	87	-11	8	-80	54	-83	9	25	-79	-92	18	37	99	-32	53	-37	88
87	52	15	-85	53	-45	30	-11	17	-99	80	-56	65	70	-45	-56	-73	51	93	5	-44	-56	-30	-1	-69	27	-25	-25	81	29	66	-24	-58	71	77	-74	63	97	-58	-26	-27	26	90	46	-36	58	50	83	-60	28	83	37	-90	36	95	54	-43	40	-4	-33	-18	-59	-28	62	93	-69	44	-75	-64	-22	65	69	14	-36	-90	37	-76	41	-16	-31	-8	-92	-86	77	13	34	-5	-48	-34	-87	-60	-63	-24	52	50	99	-78	-61	-95	8
34	67	-33	51	98	34	-36	67	-84	86	-66	4	16	52	79	41	84	-19	32	-64	-78	-76	68	79	96	-78	6	-31	-21	79	-83	82	-41	-60	-100	17	91	-96	-94	32	-6	-36	10	-53	-10	-96	18	1	-49	12	98	65	-25	96	8	66	97	-58	70	-16	-9	6	-18	38	51	19	-35	10	-22	-39	84	47	46	-1	76	65	-6	-25	41	-9	-84	-24	-10	79	29	99	37	61	-31	-54	-74	42	20	80	50	-24	-73	-47	42	-1
-16	66	13	-26	85	-30	-43	-74	61	31	-2	-32	60	62	76	46	-34	-38	-20	41	81	20	84	35	-70	16	-4	9	-41	27	-95	57	-11	-96	-42	28	-63	-6	15	-7	-13	31	74	53	35	-21	-25	51	61	-60	-91	-10	-51	-82	66	12	92	13	-14	51	-52	-76	17	64	64	41	83	-71	-78	74	-1	72	2	86	49	-14	-10	-61	-72	-30	49	51	77	-79	-98	21	27	79	-58	-10	-92	-17	4	69	45	-9	65	77	14	64
-65	-34	-65	48	81	-12	-54	-70	63	1	15	2	-27	-23	58	75	-54	-41	15	61	93	40	-65	48	-70	18	49	50	65	-7	3	-97	7	-51	78	14	-22	-24	88	66	-90	-18	38	77	-58	14	-53	-22	70	45	-79	76	68	-61	76	-89	-57	-7	-78	-9	-27	42	96	11	4	-35	-82	5	-47	-44	-8	-16	12	-69	18	2	53	79	82	-8	-17	-13	-21	6	61	-34	-30	-8	-63	80	52	-35	-9	44	81	83	94	52	35	-41
94	-22	35	-74	69	22	88	4	-97	-99	-98	-48	-60	-48	53	-9	-56	-92	55	30	-8	44	-92	43	-45	68	90	1	-3	-72	-92	-89	41	80	-30	-88	99	42	-57	-87	5	55	77	-94	23	-59	45	61	24	58	70	-57	77	85	83	82	-72	2	72	-22	-98	-7	6	-22	99	-96	99	-88	89	-39	41	-1	-5	10	30	-92	50	-60	-95	-83	-27	3	-86	7	-74	-91	25	31	-76	-89	50	-63	-32	5	-12	-26	17	-36	83	1
-19	78	60	-93	50	97	2	-97	71	-48	-2	5	-70	7	77	45	-35	-99	11	-12	-92	100	-9	-41	-95	-33	-30	-47	36	-53	-94	-31	-52	-53	-14	84	-57	19	-58	-21	75	2	-73	-54	-46	57	-72	-98	55	43	-9	-95	81	-6	-21	-64	-61	-12	-89	-37	-97	93	87	91	93	-92	99	62	49	80	-79	-27	-49	-61	-53	-97	16	63	-24	91	-90	-3	-10	-61	-42	27	-63	-89	-47	71	3	-23	-7	68	11	-92	-88	-67	44	45
-6	-73	-75	99	48	89	-69	92	-71	13	-67	-43	-52	-81	76	57	97	-50	20	49	-13	-54	-24	-52	32	96	-53	73	39	-29	15	-90	-40	24	-55	-70	14	29	91	99	-15	2	78	74	-21	20	60	35	58	-1	7	74	-90	30	-28	-11	-14	-4	-76	66	79	-13	62	94	71	-78	-27	14	15	-80	-8	-14	47	92	62	83	38	-30	6	-61	48	68	14	-42	-80	26	28	97	55	68	-11	18	20	70	61	-91	20	-87	-79	-43
-90	-92	85	-94	-31	-16	-15	-54	-94	-86	37	26	88	90	-41	17	98	88	39	56	24	-97	-59	-13	-55	-95	-49	-99	-67	28	19	-97	31	-82	-66	-41	0	28	-38	-4	95	2	94	-28	30	10	-44	73	62	-49	-84	62	50	5	37	24	86	-87	23	66	86	43	71	70	37	82	36	-81	80	23	-92	-25	89	-13	91	19	-19	35	37	14	25	-72	18	14	27	-20	-69	-27	-16	-42	74	-4	17	61	-46	64	83	-19	39	-69
94	47	-69	42	-2	51	-18	-100	94	3	-17	70	45	99	-21	61	82	0	33	-95	-52	-67	-62	29	58	59	-23	30	37	97	-95	23	-95	-59	13	71	-29	40	-35	-76	39	37	63	9	-16	3	-46	-99	-18	-59	30	-57	25	-41	-97	88	-86	-46	-40	-21	46	31	-16	57	-38	11	-84	-53	31	14	-51	-7	21	7	91	44	21	-89	-51	-38	-99	18	19	-90	60	-95	-23	51	14	47	66	75	-9	-3	-48	2	-28	-52	-63	-81
-24	96	57	85	71	-51	-90	37	-96	9	-44	30	-10	-80	-40	49	18	-59	-89	97	67	15	34	-51	4	-74	61	47	8	-77	37	85	58	-11	-36	18	-73	-80	73	69	-63	86	-50	-25	52	-47	90	-64	-63	72	-97	-70	47	-71	29	70	-9	-96	-30	-80	39	83	-97	16	61	-90	35	97	-63	46	37	82	-72	-57	-64	12	12	-64	-51	29	-92	5	-34	-60	46	-45	6	-79	95	-53	32	10	-68	-45	69	-80	-31	90	87	42
1	-82	-74	-47	73	97	-29	-26	-68	-22	78	-67	38	94	-77	30	-34	-82	-64	-100	-13	-37	56	71	8	-91	-46	58	-50	-23	62	55	64	84	-10	21	88	92	-95	92	-3	82	-87	89	52	-27	-86	86	-65	13	10	-77	67	30	91	-62	-3	72	-32	-68	44	12	3	28	57	-54	-91	39	34	34	-17	-13	10	-23	-1	-95	-7	79	7	92	2	-32	35	-36	46	48	76	-23	80	3	-40	-40	-30	-88	24	24	-75	91	82	41
-10	-14	-69	-7	32	45	31	-36	92	-30	71	-95	-94	23	100	-76	-61	-95	-84	86	-81	-78	78	-52	-71	35	78	-59	87	-31	21	-93	90	-14	-98	12	2	55	-51	42	-65	-49	-89	-77	-86	-27	17	-71	45	88	-60	0	-18	-1	-42	17	33	76	-38	2	-20	-10	51	-52	-61	-89	-99	-73	-93	46	58	-62	40	34	66	-57	-85	16	-31	-73	-42	71	15	79	74	17	10	69	8	36	-40	-24	-80	-27	50	-52	-45	52	57	-41
77	-76	-22	-50	-90	47	-92	62	70	-43	33	-95	85	53	-86	89	32	-19	20	52	-25	87	43	-33	-91	87	-78	-62	98	30	-2	-80	-7	-29	57	95	-94	-47	-42	-54	-43	82	61	72	98	-24	4	-89	23	30	13	-10	58	87	-28	21	36	-29	-56	24	77	-16	-80	53	36	-5	28	-57	-78	-88	48	40	78	38	-9	63	71	43	55	6	29	-23	-25	29	-95	95	-6	-73	18	-51	-64	-96	-38	26	-57	90	89	-45	-21	23
-86	17	16	70	41	-63	7	27	-41	66	-26	39	26	6	-43	-47	-30	-95	-25	-24	23	2	-66	4	81	-19	50	-46	35	-34	-43	-32	-28	23	-65	-40	-51	-99	82	67	0	17	88	-19	41	-13	89	66	69	-52	-20	-98	-42	50	24	35	98	-50	76	-85	19	24	-40	87	32	-51	-36	-32	96	-64	77	72	64	28	-20	91	28	25	16	6	83	39	52	-44	38	-16	-11	19	-37	96	-99	-5	-66	-37	-57	-12	71	-37	17	-78
-67	-40	-23	-17	-46	16	-8	-97	-80	-92	17	-53	6	-48	80	20	-87	41	11	-77	-76	81	-23	15	-96	29	28	14	2	-38	-45	52	-28	-62	-73	11	-2	-23	-67	15	100	73	-86	-8	-67	37	77	-92	59	15	-78	-1	-90	-71	-81	-65	-75	-75	-24	95	93	57	22	53	-13	-3	-66	-79	13	-26	80	58	-85	-81	39	50	93	11	80	42	25	-30	45	-49	34	-22	-14	75	-83	-50	56	7	-97	-43	-91	28	88	-96	-74	-52
85	-66	99	10	13	61	35	62	-63	47	44	100	25	-69	98	91	-66	-2	59	8	-11	44	12	73	23	82	14	-80	-76	-51	70	-10	-34	-15	-89	53	-54	-11	50	-6	72	14	86	-62	-37	57	-1	33	-90	68	-39	-10	-39	54	12	-40	67	-71	41	15	-40	54	-51	-4	-12	95	57	41	49	-22	68	26	-20	74	-96	63	86	62	85	43	-75	-7	5	-30	-27	-67	-94	-56	89	90	1	-33	-65	-29	-22	-85	-34	82	74	2
6	-30	-38	26	63	12	84	96	-40	-15	79	-18	-2	-42	8	32	34	85	59	82	-41	-10	-37	57	36	4	47	67	78	41	-99	-4	-3	68	-19	92	31	26	92	-99	33	-62	-97	15	-20	98	-11	-44	-5	98	-38	94	66	17	-77	90	40	-21	64	-62	92	36	25	-1	41	46	91	74	-34	83	45	-73	-83	-86	-54	-2	10	-23	37	23	-42	35	90	77	-84	-51	-78	28	4	-53	-77	-49	24	97	-40	-91	-6	19	61	73
41	-77	-96	87	-40	15	53	-24	69	66	7	-97	-9	5	-68	20	99	34	-90	25	25	-41	-73	70	-77	26	-86	65	-94	-17	52	91	86	-68	-27	-52	-11	43	28	66	12	16	89	4	74	-67	-18	-33	-70	-32	69	31	-40	-56	16	95	45	47	72	18	95	-81	5	-97	75	-15	86	-88	-7	-3	-3	40	93	-50	-12	-10	18	-22	-60	71	17	56	-23	-21	42	92	-71	-40	-43	13	-11	-16	47	-18	-27	75	60	39	-37	61
57	-6	25	53	97	14	15	57	40	-77	-6	-22	67	-89	-43	75	7	-44	-29	-97	17	-89	49	-89	-11	91	63	-49	-82	99	69	-99	81	-95	43	36	42	-58	-1	-2	-65	-95	-33	-97	68	-14	62	76	39	95	93	-60	-17	-76	-23	1	-55	30	79	-26	-56	-28	45	52	27	23	-59	-94	38	52	31	59	36	98	-42	73	11	64	-17	-8	37	8	70	-24	65	74	-54	-2	-56	-50	-17	-14	75	-47	2	16	-95	-86	-28	-79
-5	26	-40	59	9	15	-73	-53	-72	59	98	-45	48	41	52	-51	73	-58	4	60	51	-37	-27	42	21	2	-74	-20	-60	-16	-36	29	5	61	71	-100	-89	-53	0	-90	-48	-48	90	-34	-77	9	80	56	63	23	-32	-6	11	-81	34	-29	-9	74	35	-78	-2	19	-89	-72	-43	93	71	-95	91	91	96	-54	-28	21	-47	54	-44	-11	73	77	34	76	-3	-36	77	47	-56	-22	-95	36	38	55	11	-13	-35	39	-19	-19	-88	76
-63	-27	78	92	-42	56	68	87	-89	-16	-27	-1	94	-97	-86	100	4	6	22	-74	-48	-24	-33	-8	-79	54	13	78	-46	-24	-96	54	-90	-17	81	96	-43	54	-13	-35	88	-89	-83	-98	72	-52	-68	0	-92	-68	-83	43	98	3	-37	25	60	34	0	58	62	-8	-79	21	-55	-61	76	29	-100	50	67	-99	-75	-14	-55	-91	91	16	-44	99	-62	2	20	-19	80	-9	99	32	70	38	45	-78	5	88	-32	10	31	-97	14	-40
-52	65	-70	22	40	-6	29	-11	-76	-5	44	-83	84	32	-18	-4	28	-55	-92	-98	100	43	54	-2	94	-14	99	-80	53	-36	58	12	-76	88	97	-69	76	17	66	47	47	-29	-64	74	-91	85	-100	65	-91	-37	-61	64	92	11	66	-87	-34	-33	-1	53	70	20	54	33	58	-80	18	28	24	30	-25	46	-3	-34	-72	10	-31	6	-47	99	-39	53	42	62	-5	26	31	-39	-77	-96	70	-5	-53	74	68	-77	-28	63	76	21
-95	-41	6	60	41	72	60	50	-43	67	23	-38	6	3	-63	-90	-87	94	-33	-73	2	83	-69	55	-59	-66	91	-65	58	-59	-28	87	-44	74	-77	39	7	39	16	52	-53	37	-57	-65	23	78	-41	56	75	27	17	90	88	-11	-32	-51	-65	-40	47	-55	40	64	-98	3	-10	-8	43	-13	-68	27	-65	94	80	-23	82	86	91	-74	-97	16	80	-38	-84	64	94	-48	79	12	55	90	81	99	-59	44	-9	-95	-36	77	35	39
-82	-41	-28	82	44	89	90	22	-78	39	69	-81	-30	69	27	-73	-8	16	75	61	48	92	-39	-79	-14	82	-21	-91	-56	97	-53	54	-36	49	-3	96	31	-34	-88	94	36	11	15	-51	-27	63	-16	59	-40	-73	-78	98	33	23	-67	85	50	-13	-92	37	56	-30	60	-84	60	55	47	-97	-56	93	-32	-32	81	7	-81	60	-2	20	86	-41	31	40	85	21	22	40	-13	79	31	-92	20	-98	51	38	74	-77	-82	-21	81	-25
-4	-44	-4	-94	-78	-35	47	41	89	58	43	96	-12	40	-69	-72	8	91	36	58	-94	2	-64	38	93	-25	-80	27	81	-93	-14	-93	24	-51	22	17	49	89	47	48	70	39	3	96	35	47	37	47	-36	-4	-64	-79	-23	-13	-16	-91	-19	-61	1	96	36	32	-77	18	-98	-12	-50	25	39	75	90	-24	70	-59	44	-99	8	41	66	11	47	24	-61	36	-88	76	41	31	70	95	30	-22	-5	88	-32	-77	-82	11	30	51
81	89	-82	17	-3	65	15	2	41	-61	37	86	53	-68	-33	-67	-87	-65	6	-46	45	28	28	62	52	-76	-5	-91	-91	-80	-25	54	-22	84	-32	-63	-79	-41	-34	96	-41	95	-30	36	52	66	26	-6	-95	27	-89	-9	-25	12	-67	3	-52	73	4	14	49	85	77	53	-79	67	49	-27	-80	80	15	-52	-21	63	31	61	-31	11	-72	25	-4	73	-3	46	1	35	-66	51	-53	-65	13	-9	36	53	34	-93	5	88	63	-94
26	9	87	-47	-3	0	-92	44	-19	-81	-94	-1	73	15	-91	88	-2	99	-53	-6	-45	57	-51	47	-57	89	19	61	9	-74	23	-27	55	-1	-67	-61	61	83	-75	41	63	90	33	-32	-67	28	-82	-11	-53	98	-15	41	50	6	51	-76	-78	-5	10	30	-67	-47	-98	-2	-69	-54	94	74	81	-90	58	49	49	-63	-57	8	-46	-59	-41	-50	28	-46	-13	56	-45	-28	-2	-93	-95	82	-54	60	3	-47	-12	-89	-35	-34	58	26
22	-60	-14	61	88	-48	-79	-26	41	1	-2	-44	36	-57	-48	-26	-94	57	42	-77	26	14	75	-35	-6	-54	-48	69	-23	77	94	-80	-29	45	-37	76	43	86	-36	54	-22	91	-53	16	78	-20	42	26	10	27	19	84	-74	26	-94	18	-54	-18	59	8	-97	34	60	41	10	-27	-83	-30	13	-89	67	-66	52	18	81	-97	18	75	-49	-16	94	-73	-29	35	87	-28	14	12	-60	59	95	-62	55	10	24	-84	-71	-14	17	-99
50	-49	-64	-34	53	-56	-31	-51	-23	81	83	92	4	-16	-96	37	-79	-66	-58	10	-22	-49	45	87	14	50	-29	75	-72	-20	92	3	-83	38	-46	-85	33	73	1	-35	-50	61	-23	49	45	59	89	-46	94	40	37	-69	-29	-43	-35	-33	-91	-39	-76	29	-87	31	-19	-7	-98	73	-48	-70	92	-3	-90	16	-65	15	74	61	-4	76	-96	32	-2	-34	-11	-87	-65	-25	-59	-11	-47	-96	22	-35	-64	-71	85	51	-54	88	-86	41
-72	-18	-94	-6	2	-81	-26	-76	-79	-69	2	18	-47	97	-16	-30	-91	75	84	-23	-58	-1	-37	94	65	94	99	82	74	67	68	-35	-44	-71	-52	20	-65	-30	6	23	-28	-64	-61	-68	-95	100	93	-33	0	-58	-44	-79	-53	-52	96	-83	-90	2	-20	83	2	-95	-88	-22	45	2	75	17	-39	-35	89	-75	18	35	19	-80	89	-81	-94	-3	34	-45	68	-54	78	74	-74	34	-53	-80	-1	33	97	77	54	-6	94	-58	36	45
97	-93	-28	87	-80	50	91	-27	100	-17	-6	10	-56	34	1	78	-23	5	-29	-8	65	-49	48	34	-54	-4	-2	4	-77	-55	39	32	15	58	16	38	54	89	67	45	-80	25	67	-14	88	22	-22	-53	-86	-90	35	96	-50	79	55	91	75	74	7	-96	6	85	95	12	-45	-16	-62	-10	-64	-48	-43	-29	-85	49	18	-12	75	-69	65	-99	54	48	-11	31	49	67	71	-75	-90	-19	27	79	-39	50	-84	18	-27	-78	-11	32
